Id,itemDescription,InvoiceNum,Quantity
5793,whipped/sour cream,2250,1
5794,canned fish,2250,1
5795,sausage,2251,1
5796,beverages,2251,1
5797,white bread,2252,1
5798,bottled water,2252,1
5799,frankfurter,2253,1
5800,prosecco,2253,1
5801,margarine,2254,1
5802,whole milk,2254,1
5803,berries,2254,1
5804,whole milk,2255,1
5805,frozen meals,2255,1
5806,whole milk,2256,1
5807,pastry,2256,1
5808,whole milk,2257,1
5809,pip fruit,2257,1
5810,ham,2258,1
5811,coffee,2258,1
5812,sauces,2259,1
5813,frozen meals,2259,1
5814,rolls/buns,2260,1
5815,dessert,2260,1
5816,sugar,2261,1
5817,dish cleaner,2261,1
5818,oil,2262,1
5819,soda,2262,1
5820,waffles,2262,1
5821,canned fruit,2263,1
5822,whole milk,2263,1
5823,hamburger meat,2264,1
5824,candy,2264,1
5825,napkins,2264,1
5826,chicken,2265,1
5827,whole milk,2265,1
5828,bottled beer,2266,1
5829,sugar,2266,1
5830,popcorn,2266,1
5831,root vegetables,2267,1
5832,whipped/sour cream,2267,1
5833,cream cheese ,2268,1
5834,mustard,2268,1
5835,whole milk,2269,1
5836,napkins,2269,1
5837,beef,2270,1
5838,jam,2270,1
5839,flower (seeds),2270,1
5840,dessert,2271,1
5841,napkins,2271,1
5842,long life bakery product,2271,1
5843,root vegetables,2272,1
5844,waffles,2272,1
5845,whipped/sour cream,2272,1
5846,whole milk,2273,1
5847,root vegetables,2273,1
5848,whole milk,2274,1
5849,yogurt,2274,1
5850,chicken,2275,1
5851,yogurt,2275,1
5852,frozen meals,2276,1
5853,cream cheese ,2276,1
5854,tropical fruit,2277,1
5855,frozen dessert,2277,1
5856,napkins,2277,1
5857,bottled water,2278,1
5858,sparkling wine,2278,1
5859,beef,2279,1
5860,waffles,2279,1
5861,detergent,2279,1
5862,shopping bags,2279,1
5863,other vegetables,2280,1
5864,soda,2280,1
5865,ham,2281,1
5866,canned fruit,2281,1
5867,bottled beer,2282,1
5868,yogurt,2282,1
5869,butter milk,2282,1
5870,sugar,2283,1
5871,butter milk,2283,1
5872,photo/film,2283,1
5873,meat,2284,1
5874,rolls/buns,2284,1
5875,soda,2284,1
5876,canned beer,2285,1
5877,tropical fruit,2285,1
5878,margarine,2285,1
5879,misc. beverages,2286,1
5880,shopping bags,2286,1
5881,whole milk,2287,1
5882,salty snack,2287,1
5883,canned fish,2288,1
5884,rolls/buns,2288,1
5885,soda,2289,2
5886,citrus fruit,2290,1
5887,pastry,2290,1
5888,frankfurter,2291,1
5889,chocolate,2291,1
5890,frozen meals,2292,1
5891,ham,2292,1
5892,specialty chocolate,2292,1
5893,roll products ,2292,1
5894,rolls/buns,2293,1
5895,whole milk,2293,1
5896,napkins,2293,1
5897,fruit/vegetable juice,2293,1
5898,mustard,2293,1
5899,other vegetables,2294,1
5900,beverages,2294,1
5901,red/blush wine,2295,1
5902,berries,2295,1
5903,meat,2296,1
5904,butter milk,2296,1
5905,zwieback,2297,1
5906,rice,2297,1
5907,pot plants,2298,1
5908,bottled water,2298,1
5909,yogurt,2298,1
5910,other vegetables,2299,1
5911,packaged fruit/vegetables,2299,1
5912,sausage,2300,1
5913,butter,2300,1
5914,frozen meals,2301,1
5915,jam,2301,1
5916,packaged fruit/vegetables,2302,1
5917,rolls/buns,2302,1
5918,root vegetables,2302,1
5919,napkins,2302,1
5920,soft cheese,2302,1
5921,pastry,2303,1
5922,chewing gum,2303,1
5923,rolls/buns,2304,1
5924,hygiene articles,2304,1
5925,fruit/vegetable juice,2304,1
5926,root vegetables,2305,1
5927,pip fruit,2305,1
5928,other vegetables,2305,1
5929,canned beer,2305,1
5930,rolls/buns,2306,1
5931,pastry,2306,1
5932,whole milk,2307,1
5933,margarine,2307,1
5934,soda,2307,1
5935,softener,2307,1
5936,chicken,2308,1
5937,yogurt,2308,1
5938,hamburger meat,2309,1
5939,white bread,2309,1
5940,soda,2310,1
5941,pastry,2310,1
5942,bottled water,2310,1
5943,fruit/vegetable juice,2311,1
5944,cream cheese ,2311,1
5945,pastry,2312,1
5946,whole milk,2312,1
5947,frozen dessert,2313,1
5948,tropical fruit,2313,1
5949,citrus fruit,2314,1
5950,ham,2314,1
5951,yogurt,2315,1
5952,whole milk,2315,1
5953,semi/finished bread,2316,1
5954,tropical fruit,2316,1
5955,whole milk,2317,1
5956,rolls/buns,2317,1
5957,domestic eggs,2318,1
5958,mayonnaise,2318,1
5959,coffee,2318,1
5960,tropical fruit,2319,1
5961,herbs,2319,1
5962,onions,2320,1
5963,rolls/buns,2320,1
5964,brown bread,2321,1
5965,shopping bags,2321,1
5966,soda,2321,1
5967,chicken,2322,1
5968,napkins,2322,1
5969,soda,2322,1
5970,root vegetables,2323,1
5971,newspapers,2323,1
5972,house keeping products,2324,1
5973,whole milk,2324,1
5974,misc. beverages,2325,1
5975,white bread,2325,1
5976,ready soups,2326,1
5977,shopping bags,2326,1
5978,condensed milk,2327,1
5979,pork,2327,1
5980,whole milk,2327,1
5981,pastry,2327,1
5982,fruit/vegetable juice,2328,1
5983,herbs,2328,1
5984,bottled water,2329,1
5985,frankfurter,2329,1
5986,curd,2329,1
5987,butter milk,2329,1
5988,whole milk,2330,1
5989,other vegetables,2330,1
5990,yogurt,2330,1
5991,newspapers,2330,1
5992,bottled water,2330,1
5993,pet care,2330,1
5994,brown bread,2331,1
5995,yogurt,2331,1
5996,chicken,2332,1
5997,soda,2332,1
5998,rolls/buns,2333,1
5999,bottled water,2333,1
6000,whole milk,2333,1
6001,chocolate,2334,1
6002,white bread,2334,1
6003,whole milk,2335,1
6004,shopping bags,2335,1
6005,butter,2336,1
6006,citrus fruit,2336,1
6007,other vegetables,2337,1
6008,liquor (appetizer),2337,1
6009,white bread,2338,1
6010,hygiene articles,2338,1
6011,other vegetables,2339,1
6012,whole milk,2339,1
6013,berries,2340,1
6014,other vegetables,2340,1
6015,rolls/buns,2341,1
6016,bottled beer,2341,1
6017,root vegetables,2342,1
6018,napkins,2342,1
6019,whole milk,2343,1
6020,hard cheese,2343,1
6021,candles,2343,1
6022,bottled beer,2343,1
6023,shopping bags,2343,1
6024,jam,2343,1
6025,prosecco,2344,1
6026,chewing gum,2344,1
6027,frankfurter,2345,1
6028,tropical fruit,2345,1
6029,mustard,2345,1
6030,long life bakery product,2346,1
6031,chocolate,2346,1
6032,ham,2347,1
6033,female sanitary products,2347,1
6034,butter milk,2348,1
6035,oil,2348,1
6036,root vegetables,2349,1
6037,newspapers,2349,1
6038,cream cheese ,2350,1
6039,pastry,2350,1
6040,bottled beer,2351,1
6041,hygiene articles,2351,1
6042,other vegetables,2352,1
6043,candy,2352,1
6044,UHT/milk,2353,1
6045,whipped/sour cream,2353,1
6046,pip fruit,2354,1
6047,canned beer,2354,1
6048,pork,2354,1
6049,white bread,2354,1
6050,bottled water,2355,1
6051,yogurt,2355,1
6052,whole milk,2356,1
6053,soda,2356,1
6054,yogurt,2357,1
6055,rolls/buns,2357,1
6056,salty snack,2358,1
6057,brown bread,2358,1
6058,napkins,2358,1
6059,citrus fruit,2359,1
6060,specialty cheese,2359,1
6061,whole milk,2360,1
6062,waffles,2360,2
6063,hygiene articles,2361,1
6064,pastry,2361,1
6065,butter,2362,1
6066,newspapers,2362,1
6067,butter milk,2363,1
6068,sliced cheese,2363,1
6069,rolls/buns,2363,1
6070,beverages,2364,1
6071,sparkling wine,2364,1
6072,white bread,2365,1
6073,frozen vegetables,2365,1
6074,chewing gum,2366,1
6075,ham,2366,1
6076,shopping bags,2367,1
6077,hygiene articles,2367,1
6078,soda,2368,1
6079,frankfurter,2368,1
6080,butter,2368,1
6081,whole milk,2368,1
6082,specialty chocolate,2369,1
6083,flour,2369,1
6084,yogurt,2370,1
6085,specialty cheese,2370,1
6086,other vegetables,2371,1
6087,whipped/sour cream,2371,1
6088,salty snack,2371,1
6089,pork,2372,1
6090,pastry,2372,1
6091,newspapers,2373,1
6092,red/blush wine,2373,1
6093,sausage,2374,1
6094,rolls/buns,2374,3
6095,grapes,2375,1
6096,whole milk,2375,1
6097,pork,2376,1
6098,rolls/buns,2376,1
6099,other vegetables,2376,1
6100,rolls/buns,2377,1
6101,yogurt,2377,1
6102,newspapers,2377,1
6103,tropical fruit,2378,1
6104,white wine,2378,1
6105,bottled beer,2378,1
6106,pip fruit,2379,1
6107,salty snack,2379,1
6108,yogurt,2379,1
6109,pork,2380,1
6110,condensed milk,2380,1
6111,curd,2381,1
6112,frozen meals,2381,1
6113,bottled water,2382,1
6114,berries,2382,1
6115,coffee,2383,1
6116,detergent,2383,1
6117,rolls/buns,2383,1
6118,pasta,2383,1
6119,cream cheese ,2384,1
6120,misc. beverages,2384,1
6121,hygiene articles,2385,1
6122,tea,2385,1
6123,tropical fruit,2386,1
6124,other vegetables,2386,1
6125,tropical fruit,2387,1
6126,whole milk,2387,1
6127,cat food,2388,1
6128,canned vegetables,2388,1
6129,hamburger meat,2389,1
6130,bottled water,2389,1
6131,frozen vegetables,2390,1
6132,dishes,2390,1
6133,soda,2390,1
6134,domestic eggs,2390,1
6135,beef,2391,1
6136,chicken,2391,1
6137,newspapers,2392,1
6138,yogurt,2392,1
6139,semi/finished bread,2392,1
6140,bottled beer,2393,1
6141,canned beer,2393,1
6142,fruit/vegetable juice,2393,1
6143,root vegetables,2394,1
6144,pastry,2394,1
6145,other vegetables,2395,1
6146,citrus fruit,2395,1
6147,beef,2396,1
6148,curd,2396,1
6149,pip fruit,2397,1
6150,frozen vegetables,2397,1
6151,butter milk,2397,1
6152,chicken,2398,1
6153,herbs,2398,1
6154,frozen meals,2398,1
6155,citrus fruit,2399,1
6156,rolls/buns,2399,1
6157,canned fish,2399,1
6158,hamburger meat,2400,1
6159,pastry,2400,1
6160,flour,2400,1
6161,newspapers,2401,1
6162,cream cheese ,2401,1
6163,long life bakery product,2401,1
6164,whole milk,2402,1
6165,long life bakery product,2402,1
6166,margarine,2402,1
6167,whole milk,2403,1
6168,frozen dessert,2403,1
6169,whole milk,2404,1
6170,other vegetables,2404,1
6171,whole milk,2405,1
6172,butter,2405,1
6173,cream cheese ,2406,1
6174,female sanitary products,2406,1
6175,frozen dessert,2407,1
6176,beef,2407,1
6177,citrus fruit,2407,1
6178,root vegetables,2407,1
6179,whisky,2408,1
6180,shopping bags,2408,1
6181,rum,2408,1
6182,pip fruit,2409,1
6183,other vegetables,2409,1
6184,cream cheese ,2410,1
6185,rolls/buns,2410,1
6186,dish cleaner,2411,1
6187,rolls/buns,2411,1
6188,frozen potato products,2411,1
6189,frozen vegetables,2411,1
6190,pip fruit,2412,1
6191,white wine,2412,1
6192,chocolate,2412,1
6193,bottled water,2413,1
6194,rolls/buns,2413,1
6195,sausage,2414,1
6196,whole milk,2414,1
6197,brown bread,2415,1
6198,frozen fish,2415,1
6199,tropical fruit,2416,1
6200,dessert,2416,1
6201,white bread,2416,1
6202,bottled water,2416,1
6203,hard cheese,2417,1
6204,bottled beer,2417,1
6205,whole milk,2417,1
6206,liquor (appetizer),2417,1
6207,ham,2418,1
6208,rolls/buns,2418,1
6209,specialty cheese,2419,1
6210,sliced cheese,2419,1
6211,frozen potato products,2420,1
6212,rolls/buns,2420,1
6213,other vegetables,2421,1
6214,whole milk,2421,1
6215,frozen meals,2422,2
6216,citrus fruit,2423,1
6217,flour,2423,1
6218,newspapers,2424,1
6219,soda,2424,1
6220,female sanitary products,2424,1
6221,sausage,2425,1
6222,dish cleaner,2425,1
6223,beef,2426,1
6224,butter,2426,1
6225,pork,2427,1
6226,coffee,2427,1
6227,margarine,2427,1
6228,specialty chocolate,2428,1
6229,frozen vegetables,2428,1
6230,dishes,2429,1
6231,yogurt,2429,1
6232,frankfurter,2430,1
6233,bottled water,2430,1
6234,yogurt,2431,1
6235,tropical fruit,2431,1
6236,chewing gum,2432,1
6237,other vegetables,2432,1
6238,specialty bar,2432,1
6239,brown bread,2433,1
6240,frozen dessert,2433,1
6241,coffee,2434,1
6242,whole milk,2434,1
6243,packaged fruit/vegetables,2435,1
6244,other vegetables,2435,1
6245,misc. beverages,2436,1
6246,sliced cheese,2436,1
6247,domestic eggs,2436,1
6248,beef,2437,1
6249,specialty chocolate,2437,1
6250,root vegetables,2438,1
6251,salty snack,2438,1
6252,whipped/sour cream,2438,1
6253,packaged fruit/vegetables,2439,1
6254,root vegetables,2439,1
6255,sliced cheese,2439,1
6256,pip fruit,2439,2
6257,white wine,2440,1
6258,shopping bags,2440,1
6259,pip fruit,2441,1
6260,tidbits,2441,1
6261,dessert,2442,1
6262,mustard,2442,1
6263,white bread,2442,1
6264,tropical fruit,2443,1
6265,frozen fruits,2443,1
6266,beef,2444,1
6267,bottled water,2444,1
6268,rolls/buns,2445,1
6269,sugar,2445,1
6270,fruit/vegetable juice,2445,1
6271,rolls/buns,2446,1
6272,onions,2446,1
6273,butter,2446,1
6274,whole milk,2446,1
6275,rolls/buns,2446,1
6276,tropical fruit,2447,2
6277,pork,2448,1
6278,yogurt,2448,2
6279,soft cheese,2449,1
6280,herbs,2449,1
6281,rolls/buns,2449,2
6282,misc. beverages,2450,1
6283,soda,2450,1
6284,pork,2451,1
6285,sugar,2451,1
6286,whole milk,2452,1
6287,frankfurter,2452,1
6288,whole milk,2452,1
6289,curd,2452,1
6290,canned vegetables,2452,1
6291,whole milk,2453,1
6292,UHT/milk,2453,1
6293,curd cheese,2454,1
6294,canned beer,2454,1
6295,other vegetables,2455,1
6296,soda,2455,1
6297,pip fruit,2456,1
6298,flower (seeds),2456,1
6299,sausage,2457,1
6300,long life bakery product,2457,1
6301,beef,2458,1
6302,onions,2458,1
6303,chicken,2459,1
6304,rolls/buns,2459,1
6305,pip fruit,2459,1
6306,pastry,2459,1
6307,frozen meals,2459,1
6308,herbs,2460,1
6309,curd,2460,1
6310,citrus fruit,2461,1
6311,female sanitary products,2461,1
6312,turkey,2462,1
6313,bottled water,2462,1
6314,soda,2463,1
6315,sausage,2463,1
6316,root vegetables,2463,1
6317,pork,2463,1
6318,whole milk,2463,1
6319,vinegar,2463,1
6320,other vegetables,2463,1
6321,domestic eggs,2463,1
6322,shopping bags,2463,1
6323,ice cream,2464,1
6324,citrus fruit,2464,1
6325,soda,2464,1
6326,fish,2465,1
6327,pickled vegetables,2465,1
6328,hard cheese,2465,1
6329,chicken,2466,1
6330,pork,2466,1
6331,newspapers,2466,1
6332,pip fruit,2467,1
6333,brandy,2467,1
6334,whole milk,2468,1
6335,yogurt,2468,1
6336,sausage,2469,1
6337,white bread,2469,1
6338,citrus fruit,2470,1
6339,grapes,2470,1
6340,detergent,2471,1
6341,tropical fruit,2471,1
6342,soda,2471,1
6343,margarine,2471,1
6344,zwieback,2472,1
6345,shopping bags,2472,1
6346,kitchen towels,2472,1
6347,sausage,2473,1
6348,beverages,2473,1
6349,chicken,2474,1
6350,ice cream,2474,1
6351,bottled water,2474,1
6352,other vegetables,2475,1
6353,tropical fruit,2475,1
6354,citrus fruit,2476,1
6355,whole milk,2476,1
6356,fruit/vegetable juice,2476,1
6357,dishes,2476,1
6358,other vegetables,2477,1
6359,misc. beverages,2477,1
6360,root vegetables,2478,1
6361,soda,2478,1
6362,tropical fruit,2479,1
6363,pip fruit,2479,1
6364,prosecco,2479,1
6365,hamburger meat,2480,1
6366,rolls/buns,2480,1
6367,liver loaf,2481,1
6368,specialty chocolate,2481,1
6369,citrus fruit,2482,1
6370,onions,2482,1
6371,yogurt,2483,1
6372,seasonal products,2483,1
6373,ham,2484,1
6374,onions,2484,1
6375,pork,2485,1
6376,frozen dessert,2485,1
6377,citrus fruit,2486,1
6378,canned beer,2486,1
6379,bottled water,2487,1
6380,whole milk,2487,2
6381,rolls/buns,2488,1
6382,salty snack,2488,1
6383,rolls/buns,2489,1
6384,brown bread,2489,1
6385,whipped/sour cream,2489,1
6386,rolls/buns,2490,1
6387,cake bar,2490,1
6388,other vegetables,2491,1
6389,frozen vegetables,2491,1
6390,rolls/buns,2491,1
6391,fruit/vegetable juice,2492,1
6392,beverages,2492,1
6393,specialty bar,2493,1
6394,soda,2493,1
6395,pet care,2494,1
6396,dog food,2494,1
6397,pip fruit,2495,1
6398,popcorn,2495,1
6399,rolls/buns,2495,1
6400,bottled water,2495,1
6401,butter,2496,1
6402,soda,2496,1
6403,citrus fruit,2497,1
6404,dessert,2497,1
6405,other vegetables,2498,1
6406,newspapers,2498,1
6407,yogurt,2499,1
6408,berries,2499,1
6409,canned beer,2500,1
6410,seasonal products,2500,1
6411,other vegetables,2501,1
6412,newspapers,2501,1
6413,pip fruit,2502,2
6414,whipped/sour cream,2502,1
6415,shopping bags,2502,1
6416,domestic eggs,2502,1
6417,soda,2502,1
6418,cake bar,2502,1
6419,frozen meals,2502,1
6420,liquor,2503,1
6421,fruit/vegetable juice,2503,1
6422,whole milk,2504,1
6423,pip fruit,2504,1
6424,root vegetables,2505,1
6425,turkey,2505,1
6426,bottled water,2505,1
6427,whole milk,2506,2
6428,coffee,2506,1
6429,oil,2506,1
6430,white wine,2507,1
6431,curd,2507,1
6432,canned beer,2508,1
6433,white bread,2508,1
6434,soda,2509,1
6435,bottled water,2509,1
6436,other vegetables,2510,1
6437,whole milk,2510,2
6438,waffles,2511,1
6439,beverages,2512,1
6440,pickled vegetables,2512,1
6441,pork,2513,1
6442,root vegetables,2513,1
6443,whole milk,2514,2
6444,candles,2514,1
6445,brown bread,2515,1
6446,canned beer,2515,1
6447,coffee,2516,1
6448,pastry,2516,1
6449,domestic eggs,2517,1
6450,UHT/milk,2517,1
6451,sausage,2518,1
6452,curd,2518,1
6453,specialty bar,2519,1
6454,other vegetables,2519,1
6455,misc. beverages,2519,1
6456,chicken,2520,1
6457,house keeping products,2520,1
6458,finished products,2521,1
6459,root vegetables,2521,1
6460,rolls/buns,2522,1
6461,cake bar,2522,1
6462,beef,2523,1
6463,pastry,2523,1
6464,whole milk,2523,1
6465,newspapers,2524,1
6466,whipped/sour cream,2524,1
6467,bottled water,2524,1
6468,curd cheese,2524,1
6469,citrus fruit,2525,1
6470,yogurt,2525,1
6471,sausage,2526,2
6472,frozen vegetables,2526,1
6473,pastry,2526,1
6474,frankfurter,2527,1
6475,soda,2527,1
6476,sugar,2528,1
6477,curd,2528,1
6478,brown bread,2529,1
6479,rolls/buns,2529,1
6480,other vegetables,2530,1
6481,sugar,2530,1
6482,oil,2530,1
6483,canned beer,2531,1
6484,ready soups,2531,1
6485,chewing gum,2532,1
6486,cake bar,2532,1
6487,citrus fruit,2533,1
6488,chicken,2533,1
6489,dessert,2534,1
6490,fruit/vegetable juice,2534,1
6491,napkins,2534,1
6492,whole milk,2535,1
6493,soda,2535,1
6494,other vegetables,2535,1
6495,UHT/milk,2536,1
6496,other vegetables,2536,1
6497,cream cheese ,2536,1
6498,rolls/buns,2536,1
6499,spread cheese,2537,1
6500,specialty chocolate,2537,1
6501,sugar,2537,1
6502,onions,2538,1
6503,pastry,2538,1
6504,cream cheese ,2539,1
6505,canned beer,2539,1
6506,waffles,2539,1
6507,tropical fruit,2540,1
6508,dessert,2540,1
6509,rolls/buns,2540,1
6510,long life bakery product,2540,1
6511,rolls/buns,2541,1
6512,butter,2541,1
6513,meat,2542,1
6514,rolls/buns,2542,1
6515,whole milk,2543,1
6516,coffee,2543,1
6517,newspapers,2544,1
6518,whole milk,2544,1
6519,chewing gum,2544,1
6520,root vegetables,2545,1
6521,rolls/buns,2545,1
6522,tropical fruit,2546,1
6523,mustard,2546,1
6524,cream cheese ,2547,1
6525,yogurt,2547,1
6526,domestic eggs,2548,1
6527,root vegetables,2548,1
6528,pip fruit,2549,1
6529,other vegetables,2549,1
6530,dish cleaner,2550,1
6531,soda,2550,1
6532,misc. beverages,2551,1
6533,rolls/buns,2551,1
6534,frozen vegetables,2551,1
6535,beverages,2551,1
6536,condensed milk,2551,1
6537,sausage,2552,1
6538,butter,2552,1
6539,tropical fruit,2553,1
6540,other vegetables,2553,1
6541,root vegetables,2554,1
6542,kitchen towels,2554,1
6543,yogurt,2555,2
6544,other vegetables,2556,1
6545,yogurt,2556,1
6546,brown bread,2556,1
6547,other vegetables,2557,1
6548,citrus fruit,2557,1
6549,pork,2557,1
6550,shopping bags,2557,1
6551,canned vegetables,2558,1
6552,chicken,2558,1
6553,rolls/buns,2558,1
6554,citrus fruit,2559,1
6555,pip fruit,2559,1
6556,liquor (appetizer),2560,1
6557,hygiene articles,2560,1
6558,onions,2561,1
6559,margarine,2561,1
6560,sweet spreads,2561,1
6561,pip fruit,2562,1
6562,shopping bags,2562,1
6563,other vegetables,2563,2
6564,canned beer,2564,1
6565,photo/film,2564,1
6566,pastry,2565,1
6567,whipped/sour cream,2565,1
6568,decalcifier,2565,1
6569,yogurt,2566,1
6570,pip fruit,2566,1
6571,yogurt,2566,1
6572,pork,2567,1
6573,yogurt,2567,1
6574,margarine,2567,1
6575,whole milk,2568,1
6576,bottled beer,2568,1
6577,other vegetables,2569,1
6578,waffles,2569,1
6579,whole milk,2570,1
6580,newspapers,2570,1
6581,frozen vegetables,2570,1
6582,misc. beverages,2571,1
6583,bottled water,2571,1
6584,mustard,2571,1
6585,pork,2572,1
6586,waffles,2572,1
6587,tropical fruit,2572,1
6588,pork,2572,1
6589,canned beer,2572,1
6590,whipped/sour cream,2572,1
6591,newspapers,2572,1
6592,cream cheese ,2572,1
6593,rolls/buns,2573,1
6594,sauces,2573,1
6595,baking powder,2574,1
6596,soda,2574,1
6597,white bread,2575,1
6598,cream cheese ,2575,1
6599,frozen fish,2576,1
6600,whole milk,2576,1
6601,yogurt,2577,1
6602,soda,2577,1
6603,coffee,2578,1
6604,bottled water,2578,1
6605,chocolate,2578,1
6606,root vegetables,2579,1
6607,grapes,2579,1
6608,soda,2579,1
6609,canned beer,2580,1
6610,brandy,2580,1
6611,waffles,2580,1
6612,cat food,2580,1
6613,dishes,2580,1
6614,light bulbs,2580,1
6615,sausage,2581,1
6616,whipped/sour cream,2581,1
6617,bottled beer,2582,1
6618,brown bread,2582,1
6619,other vegetables,2583,1
6620,whole milk,2583,1
6621,oil,2584,1
6622,onions,2584,1
6623,cat food,2585,1
6624,whole milk,2585,1
6625,turkey,2585,1
6626,spread cheese,2585,1
6627,canned beer,2585,1
6628,berries,2585,1
6629,long life bakery product,2585,1
6630,meat,2586,1
6631,citrus fruit,2586,1
6632,chocolate,2586,1
6633,pastry,2586,1
6634,rolls/buns,2586,1
6635,sausage,2587,1
6636,root vegetables,2587,1
6637,white bread,2588,1
6638,coffee,2588,1
6639,specialty chocolate,2589,1
6640,rolls/buns,2589,1
6641,chicken,2590,1
6642,rolls/buns,2590,1
6643,chicken,2591,1
6644,brown bread,2591,1
6645,newspapers,2592,1
6646,specialty chocolate,2592,1
6647,soda,2593,2
6648,yogurt,2594,2
6649,frankfurter,2595,1
6650,whole milk,2595,1
6651,hamburger meat,2595,1
6652,white bread,2595,1
6653,bottled beer,2596,1
6654,citrus fruit,2596,1
6655,shopping bags,2596,1
6656,frankfurter,2597,1
6657,yogurt,2597,1
6658,oil,2598,1
6659,herbs,2598,1
6660,chicken,2599,1
6661,whole milk,2599,1
6662,cream cheese ,2600,1
6663,rice,2600,1
6664,spread cheese,2601,1
6665,butter,2601,1
6666,hygiene articles,2601,1
6667,whipped/sour cream,2602,1
